alpha,beta,gamma,pop_dif
16.6,0.9,1.4000000000000001,0.6829094664803728
16.6,0.9,1.5,0.6799506907065156
16.6,0.9,1.6,0.7326043457430319
16.6,0.9,1.7000000000000002,0.8373152940529438
16.6,0.9,1.8,0.6525231875996919
16.6,0.9,1.9000000000000001,0.6494066187764136
16.6,0.9,2,0.6398179792973259
16.6,0.9,2.1,0.6549491671157561
16.6,0.9,2.2,0.3268953436402711
16.6,0.9,2.3000000000000003,0.7144120076246576
16.6,0.9,2.4000000000000004,0.37597794303013155
16.6,0.9,2.5,0.3895711398497646
16.7,0.9,0,0.1618847505270555
16.7,0.9,0.1,0.14701884499344353
16.7,0.9,0.2,0.1324557437670206
16.7,0.9,0.30000000000000004,0.18368413337415226
16.7,0.9,0.4,0.04736652737730459
16.7,0.9,0.5,0.8302591559648625
16.7,0.9,0.6000000000000001,0.31232990942458794
16.7,0.9,0.7000000000000001,0.08102024720084479
16.7,0.9,0.8,0.08410102133246043
16.7,0.9,0.9,0.39382586479237564
16.7,0.9,1,0.6336977792489753
16.7,0.9,1.1,0.6714676595864715
16.7,0.9,1.2000000000000002,0.29459547166550376
16.7,0.9,1.3,0.7670583804143126
16.7,0.9,1.4000000000000001,0.734228591534183
16.7,0.9,1.5,0.49467942856840846
16.7,0.9,1.6,0.4663231295887661
16.7,0.9,1.7000000000000002,0.6980000049523215
16.7,0.9,1.8,0.6239917043804607
16.7,0.9,1.9000000000000001,0.768326260498328
16.7,0.9,2,0.5837008179665889
16.7,0.9,2.1,0.6144014539031184
16.7,0.9,2.2,0.4639519000781385
16.7,0.9,2.3000000000000003,0.49275522334622174
16.7,0.9,2.4000000000000004,0.34552350423952943
16.7,0.9,2.5,0.5873324418864894
16.8,0.9,0,0.5475450623051324
16.8,0.9,0.1,0.3760335949327082
16.8,0.9,0.2,0.6132478442330453
16.8,0.9,0.30000000000000004,0.3126735214856423
16.8,0.9,0.4,0.49777468872489067
16.8,0.9,0.5,0.5257756921856235
16.8,0.9,0.6000000000000001,0.47448738317563166
16.8,0.9,0.7000000000000001,0.3072233014534414
16.8,0.9,0.8,0.2241593941852803
16.8,0.9,0.9,0.6089340130101975
16.8,0.9,1,0.8536946542277506
16.8,0.9,1.1,0.784663668264716
16.8,0.9,1.2000000000000002,0.834218009478673
-1,-1,NA,-1
16.8,0.9,1.4000000000000001,0.8224345024239332
16.8,0.9,1.5,0.5766486262463736
16.8,0.9,1.6,0.691945557609828
16.8,0.9,1.7000000000000002,0.7170540263934931
16.8,0.9,1.8,0.6308544364327875
16.8,0.9,1.9000000000000001,0.8226446066892348
16.8,0.9,2,0.6714270605495999
16.8,0.9,2.1,0.76863005183376
16.8,0.9,2.2,0.529786828655967
16.8,0.9,2.3000000000000003,0.6680245024363735
16.8,0.9,2.4000000000000004,0.2230753144325277
16.8,0.9,2.5,0.49132328891683613
16.9,0.9,0,0.19571263685482213
16.9,0.9,0.1,0.3102152927727677
16.9,0.9,0.2,0.4609505571503758
