tract_new,county,pop100,intptlat,intptlon,tract
037020802,037,2775,35.7436799,-79.1402487,020802
037020803,037,2378,35.7101189,-79.0996646,020803
039930101,039,2284,35.1895973,-83.8270117,930101
039930102,039,2133,35.2082601,-83.7809237,930102
039930200,039,2232,35.1843905,-83.896452300000007,930200
039930300,039,2333,35.188467,-84.1095902,930300
039930401,039,3934,35.1178055,-83.9475405,930401
039930402,039,2233,35.1628608,-83.9837542,930402
039930501,039,2002,35.0344754,-83.9938475,930501
039930502,039,3587,35.0392653,-84.0466021,930502
039930603,039,1872,35.1040991,-84.1844493,930603
039930604,039,1744,35.0187683,-84.0969495,930604
039930605,039,2025,35.0065044,-84.219099,930605
039930606,039,2395,35.0645601,-84.2480484,930606
041930101,041,4905,36.0477077,-76.6502487,930101
041930102,041,2195,36.0504378,-76.5032702,930102
041930201,041,4347,36.2298053,-76.6631703,930201
041930202,041,2261,36.1279996,-76.6341756,930202
043950101,043,2782,35.0143215,-83.6527575,950101
043950102,043,2729,35.1206915,-83.7653452,950102
043950201,043,2405,35.011419,-83.8457485,950201
043950202,043,3173,35.0348741,-83.9210014,950202
045950101,045,5060,35.5118631,-81.595982,950101
045950102,045,2636,35.4191855,-81.6513063,950102
045950200,045,4682,35.4081477,-81.5292883,950200
045950301,045,4841,35.3533172,-81.4436889,950301
045950302,045,5940,35.287794,-81.4128355,950302
045950400,045,7224,35.2395219,-81.3663958,950400
045950500,045,3707,35.2235948,-81.354016,950500
045950601,045,4019,35.2401202,-81.4195326,950601
045950603,045,3081,35.1943597,-81.3766656,950603
045950604,045,2884,35.192722,-81.4673805,950604
045950701,045,3659,35.28941,-81.4771935,950701
045950702,045,3804,35.2714318,-81.5007483,950702
045950800,045,4378,35.3432828,-81.5171013,950800
045950900,045,3010,35.308493,-81.5394772,950900
045951000,045,3380,35.290613,-81.5258143,951000
045951100,045,3523,35.2921971,-81.553106,951100
045951200,045,5696,35.2661212,-81.5589754,951200
045951300,045,2796,35.3174568,-81.5868482,951300
045951400,045,6588,35.3271529,-81.6656022,951400
045951501,045,5773,35.2501871,-81.6996053,951501
045951502,045,1325,35.195614,-81.6854766,951502
045951503,045,2453,35.2344428,-81.6219358,951503
045951601,045,4344,35.2079344,-81.5691313,951601
045951602,045,4716,35.2304996,-81.5041012,951602
047930100,047,3892,34.3293756,-78.2618727,930100
047930200,047,1843,34.2767675,-78.3632311,930200
047930300,047,2332,34.3285511,-78.512065,930300
047930400,047,3567,34.338158,-78.6088151,930400
047930500,047,4057,34.4040593,-78.8626385,930500
047930600,047,2950,34.2820986,-78.9447753,930600
047930700,047,4090,34.3174169,-78.8298346,930700
047930800,047,3934,34.3802753,-78.7323803,930800
047930900,047,4062,34.3159737,-78.7391773,930900
047931000,047,4863,34.2735881,-78.7166122,931000
047931100,047,3597,34.1820239,-78.7621173,931100
047931201,047,5120,34.1724021,-78.8558309,931201
047931202,047,1831,34.1145872,-78.7951359,931202
047931301,047,2267,34.0358164,-78.6654549,931301
047931302,047,2218,34.1544211,-78.5521252,931302
049960101,049,3787,35.0963314,-76.9793914,960101
049960102,049,4526,35.2022336,-77.0054376,960102
049960201,049,3642,35.2809736,-77.2045861,960201
049960202,049,4589,35.3219878,-77.1135068,960202
049960301,049,3200,35.1894497,-77.2101881,960301
049960302,049,3088,35.238173,-77.3624857,960302
049960401,049,4910,35.1136036,-77.1527876,960401
049960402,049,3636,35.0894163,-77.0954951,960402
049960403,049,4074,35.0820082,-77.0919627,960403
049960404,049,2944,35.0711096,-77.1618042,960404
049960501,049,4149,35.1466911,-77.1426598,960501
049960502,049,4042,35.1518375,-77.1044713,960502
049960600,049,5335,35.1154121,-77.0769298,960600
049960700,049,1840,35.1050314,-77.0672539,960700
049960800,049,2659,35.1199892,-77.0479511,960800
049960900,049,1669,35.1088154,-77.0386751,960900
049961002,049,3902,35.0453686,-76.9980974,961002
049961003,049,6694,35.0347812,-77.0236315,961003
049961004,049,5522,34.9961832,-77.0520316,961004
049961101,049,5777,34.9754856,-76.9489615,961101
049961102,049,3755,34.8854343,-77.0300814,961102
049961201,049,2254,34.9371448,-76.9171446,961201
049961202,049,2428,34.9263389,-76.8707029,961202
049961301,049,3316,34.8541188,-76.9237308,961301
049961302,049,5109,34.8607796,-76.8419004,961302
049961303,049,3873,34.9105699,-76.7705881,961303
051000200,051,2041,35.037946,-78.8710644,000200
051000500,051,2096,35.0251676,-78.9012206,000500
051000600,051,5463,35.033846,-78.9166025,000600
051000701,051,5515,35.0527315,-78.9350377,000701
051000702,051,2260,35.0437795,-78.9113764,000702
051000800,051,2588,35.060178,-78.8960324,000800
051000900,051,4670,35.0721808,-78.9141409,000900
051001000,051,2910,35.0831932,-78.911051,001000
051001100,051,3937,35.0894671,-78.8958375,001100
051001200,051,5677,35.0923332,-78.8814347,001200
051001401,051,3498,35.012419,-78.8034092,001401
051001402,051,2600,35.0402737,-78.8395153,001402
051001500,051,2816,34.9854018,-78.8832938,001500
051001603,051,3703,35.0010221,-78.9229533,001603
051001604,051,7877,34.9927439,-78.9131949,001604
051001605,051,3765,34.9750562,-78.9612332,001605
051001606,051,3736,34.9691225,-78.9327139,001606
051001701,051,2742,35.0228247,-78.938218,001701
051001702,051,5681,35.0038327,-78.9449592,001702
051001800,051,2084,35.0352611,-78.9412608,001800
051001901,051,2029,34.9984406,-78.9658174,001901
051001902,051,4438,35.0242949,-78.9569863,001902
051001903,051,4008,35.0253489,-78.9682819,001903
051002001,051,2921,35.0691784,-78.9639673,002001
051002002,051,4548,35.0504815,-78.9629127,002002
051002100,051,4339,35.0714297,-78.9369374,002100
051002200,051,2488,35.0963021,-78.9647578,002200
051002301,051,3577,35.0928507,-78.9373372,002301
051002302,051,1008,35.1012348,-78.945928,002302
051002401,051,1550,35.1083189,-78.9316079,002401
051002402,051,3288,35.1071809,-78.9175357,002402
